Cameo video price,Price Group,Wikipedia,FF Celebrity rating,FF Main category rating,Catergory_Actors,Catergory_Artists,Catergory_Athletes,Catergory_Business People,Catergory_Chefs,Catergory_Comedians,Catergory_Models,Catergory_Musicians,Catergory_Personalities,Catergory_Public Figures,Catergory_Writers,cameo video price category
77.0,$100-499.99,162,51809.0,427,0,0,0,0,0,0,1,0,0,0,0,$100-499.99
25.0,$10.00-$24.99,44,159608.0,548,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,20,159608.0,26,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
75.0,$100-499.99,79,53230.0,10465,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
50.0,$25.00-$49.99,55,79980.0,15399,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
50.0,$25.00-$49.99,121,79980.0,15399,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
22.0,$10.00-$24.99,47,181829.0,30765,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
40.0,$25.00-$49.99,297,100112.0,2388,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,72,100112.0,1725,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,44,100112.0,1725,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
16.0,$10.00-$24.99,12,250578.0,81,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
199.0,$500 and above,331,20152.0,3702,0,0,0,0,0,0,0,0,0,1,0,$500 and above
35.0,$25.00-$49.99,52,114618.0,16209,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
100.0,$100-499.99,208,40129.0,371,0,0,0,0,0,1,0,0,0,0,0,$100-499.99
70.0,$100-499.99,938,57352.0,866,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
75.0,$100-499.99,195,53547.0,11116,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
150.0,$500 and above,268,26848.0,7276,1,0,0,0,0,0,0,0,0,0,0,$500 and above
60.0,$100-499.99,125,67252.0,2377,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
50.0,$25.00-$49.99,108,80725.0,15538,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
50.0,$25.00-$49.99,51,80725.0,2863,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
223.0,$500 and above,516,18116.0,189,0,0,1,0,0,0,0,0,0,0,0,$500 and above
65.0,$100-499.99,109,62185.0,12191,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
40.0,$25.00-$49.99,22,101357.0,659,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,129,101357.0,18991,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
30.0,$25.00-$49.99,155,135151.0,24292,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
30.0,$25.00-$49.99,42,135151.0,17329,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
45.0,$25.00-$49.99,142,90152.0,17196,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
100.0,$100-499.99,85,40600.0,4741,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
60.0,$100-499.99,38,67750.0,8096,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
49.0,$25.00-$49.99,45,83078.0,447,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
49.0,$25.00-$49.99,48,83078.0,44,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
49.0,$25.00-$49.99,51,83078.0,986,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
35.0,$25.00-$49.99,14,116357.0,13849,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,96,81478.0,2808,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
100.0,$100-499.99,325,40760.0,4764,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
180.0,$500 and above,336,22664.0,2542,0,0,0,0,0,0,0,1,0,0,0,$500 and above
75.0,$100-499.99,41,54423.0,6422,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
75.0,$100-499.99,142,54423.0,1862,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
25.0,$10.00-$24.99,13,163466.0,956,0,0,0,0,0,0,1,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,15,163466.0,956,0,0,0,0,0,0,1,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,25,163466.0,5977,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,14,163466.0,18737,0,0,0,0,0,0,0,1,0,0,0,$10.00-$24.99
200.0,$500 and above,295,20452.0,62,0,0,1,0,0,0,0,0,0,0,0,$500 and above
99.0,$100-499.99,192,41417.0,1381,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
45.0,$25.00-$49.99,131,91151.0,1529,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
100.0,$100-499.99,188,41075.0,8037,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
125.0,$500 and above,169,32870.0,6344,0,0,0,0,0,0,0,0,0,1,0,$500 and above
50.0,$25.00-$49.99,175,82292.0,2947,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,72,82292.0,2947,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
199.0,$500 and above,409,20688.0,2300,0,0,0,0,0,0,0,1,0,0,0,$500 and above
37.0,$25.00-$49.99,68,111285.0,20581,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
20.0,$10.00-$24.99,27,205970.0,33733,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
20.0,$10.00-$24.99,6,205970.0,4541,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,40,205970.0,33733,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
20.0,$10.00-$24.99,0,205970.0,6703,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
24.0,$10.00-$24.99,26,172049.0,3874,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
30.0,$25.00-$49.99,34,137649.0,2517,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
30.0,$25.00-$49.99,9,137649.0,1199,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
35.0,$25.00-$49.99,89,118187.0,14048,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
350.0,$500 and above,664,11843.0,331,0,0,1,0,0,0,0,0,0,0,0,$500 and above
45.0,$25.00-$49.99,89,92125.0,11017,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
75.0,$100-499.99,288,55338.0,11315,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
15.0,$10.00-$24.99,6,276795.0,768,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
15.0,$10.00-$24.99,11,276795.0,27906,0,0,0,0,0,0,0,1,0,0,0,$10.00-$24.99
15.0,$10.00-$24.99,9,276795.0,27906,0,0,0,0,0,0,0,1,0,0,0,$10.00-$24.99
15.0,$10.00-$24.99,56,276795.0,1315,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
15.0,$10.00-$24.99,14,276795.0,1315,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
15.0,$10.00-$24.99,4,276795.0,41672,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
15.0,$10.00-$24.99,10,276795.0,2945,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
50.0,$25.00-$49.99,22,83078.0,61,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,24,83078.0,2977,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,88,83078.0,6554,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
60.0,$100-499.99,80,69297.0,13509,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
70.0,$100-499.99,160,59405.0,7049,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
40.0,$25.00-$49.99,97,103984.0,1810,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
54.0,$100-499.99,76,77172.0,13464,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
100.0,$100-499.99,950,41786.0,8179,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
150.0,$500 and above,177,27906.0,886,0,0,1,0,0,0,0,0,0,0,0,$500 and above
25.0,$10.00-$24.99,82,167675.0,28952,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
25.0,$10.00-$24.99,27,167675.0,3194,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,16,167675.0,28952,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
25.0,$10.00-$24.99,28,167675.0,16139,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,24,167675.0,19141,0,0,0,0,0,0,0,1,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,37,167675.0,3194,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
50.0,$25.00-$49.99,88,83874.0,16075,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
50.0,$25.00-$49.99,33,83874.0,3006,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,157,83874.0,3006,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
19.0,$10.00-$24.99,20,221347.0,35561,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
65.0,$100-499.99,85,64792.0,7736,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
40.0,$25.00-$49.99,123,105386.0,15629,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
60.0,$100-499.99,51,70401.0,5318,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
200.0,$500 and above,377,21131.0,2342,0,0,0,0,0,0,0,1,0,0,0,$500 and above
69.0,$100-499.99,38,61362.0,7292,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
69.0,$100-499.99,38,61362.0,7292,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
150.0,$500 and above,245,28239.0,901,0,0,1,0,0,0,0,0,0,0,0,$500 and above
50.0,$25.00-$49.99,30,84722.0,10178,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
45.0,$25.00-$49.99,80,94261.0,1175,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
75.0,$100-499.99,129,56641.0,11127,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
20.0,$10.00-$24.99,18,213266.0,34586,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
20.0,$10.00-$24.99,3,213266.0,126,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,13,213266.0,7489,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,14,213266.0,34586,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
95.0,$100-499.99,143,44925.0,8849,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
35.0,$25.00-$49.99,45,122012.0,16608,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,44,106811.0,224,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
75.0,$100-499.99,71,57016.0,11195,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
110.0,$500 and above,139,38878.0,7609,0,0,0,0,0,0,0,0,0,1,0,$500 and above
39.0,$25.00-$49.99,60,109734.0,15903,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,35,85600.0,3079,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,166,85600.0,14168,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,214,85600.0,3079,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,58,85600.0,3079,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,64,85600.0,1433,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
45.0,$25.00-$49.99,41,95367.0,554,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
70.0,$100-499.99,79,61362.0,7292,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
150.0,$500 and above,443,28636.0,7585,1,0,0,0,0,0,0,0,0,0,0,$500 and above
30.0,$25.00-$49.99,22,143196.0,91,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
30.0,$25.00-$49.99,27,143196.0,16704,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
30.0,$25.00-$49.99,32,143196.0,17705,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
30.0,$25.00-$49.99,25,143196.0,16704,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
30.0,$25.00-$49.99,80,143196.0,13216,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
30.0,$25.00-$49.99,108,143196.0,16704,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
105.0,$500 and above,112,40919.0,4783,0,0,0,0,0,0,0,1,0,0,0,$500 and above
200.0,$500 and above,191,21489.0,649,0,0,1,0,0,0,0,0,0,0,0,$500 and above
25.0,$10.00-$24.99,10,172049.0,6252,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
150.0,$500 and above,357,28707.0,3268,0,0,0,0,0,0,0,1,0,0,0,$500 and above
85.0,$100-499.99,283,50732.0,772,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
250.0,$500 and above,1381,17266.0,173,0,0,1,0,0,0,0,0,0,0,0,$500 and above
12.0,$10.00-$24.99,3,360193.0,41438,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
70.0,$100-499.99,194,61759.0,12117,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
50.0,$25.00-$49.99,136,86478.0,2977,0,0,0,0,0,0,0,0,1,0,0,$25.00-$49.99
50.0,$25.00-$49.99,64,86478.0,1453,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
75.0,$100-499.99,575,57696.0,11595,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
40.0,$25.00-$49.99,14,108243.0,12924,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,20,108243.0,3987,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
100.0,$100-499.99,164,43328.0,8487,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
10.0,$5.00-$9.99,86,433867.0,7771,0,0,1,0,0,0,0,0,0,0,0,$5.00-$9.99
10.0,$5.00-$9.99,3,433867.0,56116,0,0,0,0,0,0,0,0,0,1,0,$5.00-$9.99
10.0,$5.00-$9.99,7,433867.0,56116,0,0,0,0,0,0,0,0,0,1,0,$5.00-$9.99
10.0,$5.00-$9.99,0,433867.0,36258,0,0,0,0,0,0,0,1,0,0,0,$5.00-$9.99
10.0,$5.00-$9.99,2,433867.0,6517,0,0,1,0,0,0,0,0,0,0,0,$5.00-$9.99
10.0,$5.00-$9.99,4,433867.0,56116,0,0,0,0,0,0,0,0,0,1,0,$5.00-$9.99
10.0,$5.00-$9.99,3,433867.0,52060,0,0,1,0,0,0,0,0,0,0,0,$5.00-$9.99
10.0,$5.00-$9.99,4,433867.0,56116,0,0,0,0,0,0,0,0,0,1,0,$5.00-$9.99
35.0,$25.00-$49.99,24,124000.0,22609,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
45.0,$25.00-$49.99,68,96527.0,11557,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
200.0,$500 and above,200,21742.0,2424,0,0,0,0,0,0,0,1,0,0,0,$500 and above
70.0,$100-499.99,74,62185.0,2157,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
14.0,$10.00-$24.99,106,311339.0,45177,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
750.0,,731,5818.0,835,0,0,0,0,0,0,0,0,0,1,0,
24.0,$10.00-$24.99,17,181829.0,782,0,0,0,0,0,1,0,0,0,0,0,$10.00-$24.99
42.0,$25.00-$49.99,63,103984.0,1810,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,98,87360.0,1468,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,123,87360.0,3015,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
19.0,$10.00-$24.99,14,230115.0,854,0,0,0,0,0,1,0,0,0,0,0,$10.00-$24.99
30.0,$25.00-$49.99,58,146192.0,1184,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
30.0,$25.00-$49.99,50,146192.0,17007,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,57,109734.0,15903,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,73,109734.0,13092,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
15.0,$10.00-$24.99,12,292802.0,39,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
15.0,$10.00-$24.99,34,292802.0,274,0,0,0,0,0,0,0,0,1,0,0,$10.00-$24.99
15.0,$10.00-$24.99,6,292802.0,3945,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
15.0,$10.00-$24.99,26,292802.0,90,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
15.0,$10.00-$24.99,5,292802.0,6337,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
15.0,$10.00-$24.99,10,292802.0,3249,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
100.0,$100-499.99,112,43925.0,8628,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
300.0,$500 and above,339,14650.0,419,0,0,1,0,0,0,0,0,0,0,0,$500 and above
75.0,$100-499.99,146,58669.0,6955,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
100.0,$100-499.99,206,44107.0,128,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
35.0,$25.00-$49.99,35,126043.0,4656,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,49,88264.0,281,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,81,88264.0,16861,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
50.0,$25.00-$49.99,54,88264.0,1117,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,6,88264.0,3170,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
25.0,$10.00-$24.99,8,176773.0,6395,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,29,176773.0,19121,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,53,176773.0,66,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,10,176773.0,30127,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
25.0,$10.00-$24.99,47,176773.0,19988,0,0,0,0,0,0,0,1,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,12,221347.0,962,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,9,221347.0,23727,0,0,0,0,0,0,0,1,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,16,221347.0,560,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,19,221347.0,4878,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,10,221347.0,7743,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,11,221347.0,120,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,39,221347.0,4258,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,4,221347.0,35561,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
125.0,$500 and above,181,35465.0,6876,0,0,0,0,0,0,0,0,0,1,0,$500 and above
120.0,$500 and above,221,36960.0,8891,1,0,0,0,0,0,0,0,0,0,0,$500 and above
150.0,$500 and above,197,29596.0,3376,0,0,0,0,0,0,0,1,0,0,0,$500 and above
55.0,$100-499.99,45,80725.0,9704,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
79.0,$100-499.99,19,56295.0,463,0,0,0,0,0,0,1,0,0,0,0,$100-499.99
89.0,$100-499.99,238,49975.0,1625,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
40.0,$25.00-$49.99,87,111285.0,13277,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,58,111285.0,13277,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,22,111285.0,13277,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
100.0,$100-499.99,289,44515.0,8752,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
50.0,$25.00-$49.99,15,89214.0,10686,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,58,89214.0,10686,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,38,89214.0,3207,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,82,89214.0,3207,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
99.0,$100-499.99,95,45112.0,1439,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
99.0,$100-499.99,180,45112.0,5279,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
100.0,$100-499.99,233,44715.0,9985,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
127.0,$500 and above,225,35238.0,1168,0,0,1,0,0,0,0,0,0,0,0,$500 and above
30.0,$25.00-$49.99,13,149285.0,13944,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
30.0,$25.00-$49.99,30,149285.0,5066,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
75.0,$100-499.99,119,59786.0,7095,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
35.0,$25.00-$49.99,851,128206.0,2311,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
200.0,$500 and above,60,22459.0,110,0,0,1,0,0,0,0,0,0,0,0,$500 and above
100.0,$100-499.99,99,44925.0,1520,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
125.0,$500 and above,154,35976.0,1195,0,0,1,0,0,0,0,0,0,0,0,$500 and above
79.0,$100-499.99,198,57016.0,539,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
50.0,$25.00-$49.99,1053,90152.0,17196,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
250.0,$500 and above,407,18038.0,3275,0,0,0,0,0,0,0,0,0,1,0,$500 and above
100.0,$100-499.99,86,45112.0,5279,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
74.0,$100-499.99,203,60968.0,11962,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
60.0,$100-499.99,95,75209.0,13304,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
300.0,$500 and above,574,15042.0,46,0,0,1,0,0,0,0,0,0,0,0,$500 and above
44.0,$25.00-$49.99,34,102616.0,12250,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,67,112933.0,1997,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
149.0,$500 and above,309,30394.0,77,0,0,1,0,0,0,0,0,0,0,0,$500 and above
100.0,$100-499.99,168,45324.0,663,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
200.0,$500 and above,276,22664.0,701,0,0,1,0,0,0,0,0,0,0,0,$500 and above
47.0,$25.00-$49.99,56,96527.0,193,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
75.0,$100-499.99,75,60558.0,2101,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
75.0,$100-499.99,56,60558.0,7188,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
75.0,$100-499.99,50,60558.0,2101,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
25.0,$10.00-$24.99,7,181829.0,1458,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,108,181829.0,20422,0,0,0,0,0,0,0,1,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,0,181829.0,272,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
5.0,$0-$4.99,17,910416.0,79333,0,0,0,0,0,0,0,0,0,1,0,$0-$4.99
100.0,$100-499.99,129,45545.0,5329,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
50.0,$25.00-$49.99,53,91151.0,3286,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,92,91151.0,2192,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,36,91151.0,3286,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
45.0,$25.00-$49.99,91,101357.0,18991,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
45.0,$25.00-$49.99,52,101357.0,1748,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
422.0,$500 and above,757,10809.0,287,0,0,1,0,0,0,0,0,0,0,0,$500 and above
35.0,$25.00-$49.99,29,130420.0,15350,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
35.0,$25.00-$49.99,40,130420.0,15350,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
70.0,$100-499.99,114,65284.0,12362,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
30.0,$25.00-$49.99,22,152593.0,18112,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
30.0,$25.00-$49.99,14,152593.0,26838,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
225.0,$500 and above,579,20373.0,6049,1,0,0,0,0,0,0,0,0,0,0,$500 and above
40.0,$25.00-$49.99,41,114618.0,2667,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
75.0,$100-499.99,128,61362.0,473,0,0,0,0,0,1,0,0,0,0,0,$100-499.99
20.0,$10.00-$24.99,53,230115.0,5062,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,14,230115.0,36602,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
20.0,$10.00-$24.99,22,230115.0,1027,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,17,230115.0,36602,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
20.0,$10.00-$24.99,11,230115.0,36602,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
20.0,$10.00-$24.99,21,230115.0,7955,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,17,230115.0,36602,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
20.0,$10.00-$24.99,15,230115.0,20789,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,14,230115.0,24451,0,0,0,0,0,0,0,1,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,17,230115.0,4409,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,13,230115.0,607,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
