Full name,Price Group,Cameo video price,Wikipedia,FF Celebrity rating,FF Main category rating,Catergory_Actors,Catergory_Artists,Catergory_Athletes,Catergory_Business People,Catergory_Chefs,Catergory_Comedians,Catergory_Models,Catergory_Musicians,Catergory_Personalities,Catergory_Public Figures,Catergory_Writers
Michele Fitzgerald,4,40.0,206,46641.0,9164,0,0,0,0,0,0,0,0,0,1,0
Jake Owen,6,150.0,361,12443.0,1292,0,0,0,0,0,0,0,1,0,0,0
Matt Reed,2,6.0,8,311339.0,45177,0,0,0,0,0,0,0,0,0,1,0
Anna Trebunskaya,4,50.0,64,37387.0,7279,0,0,0,0,0,0,0,0,0,1,0
Lashawn Merritt,4,50.0,97,37387.0,153,0,0,1,0,0,0,0,0,0,0,0
Chad Gray,5,79.0,394,23670.0,2651,0,0,0,0,0,0,0,1,0,0,0
Mario Cimarro,5,70.0,331,26714.0,7252,1,0,0,0,0,0,0,0,0,0,0
Richard Patrick,5,70.0,434,26714.0,3013,0,0,0,0,0,0,0,1,0,0,0
Christopher Daniel Barnes,5,80.0,476,23380.0,6634,1,0,0,0,0,0,0,0,0,0,0
Anthony Pazos,2,10.0,5,187220.0,31462,0,0,0,0,0,0,0,0,0,1,0
Dan Barry,2,10.0,13,187220.0,31462,0,0,0,0,0,0,0,0,0,1,0
Ishmael Zamora,2,10.0,5,187220.0,6744,0,0,1,0,0,0,0,0,0,0,0
Merril Hoge,5,60.0,110,31228.0,1014,0,0,1,0,0,0,0,0,0,0,0
John Newman,6,200.0,641,9371.0,948,0,0,0,0,0,0,0,1,0,0,0
Boyd Tinsley,5,58.0,423,32341.0,3703,0,0,0,0,0,0,0,1,0,0,0
Ashley Theophane,4,50.0,63,37528.0,20,0,0,1,0,0,0,0,0,0,0,0
Oritsé Williams,5,51.0,135,36810.0,7154,0,0,0,0,0,0,0,0,0,1,0
Tina Wesson,4,30.0,166,62635.0,12272,0,0,0,0,0,0,0,0,0,1,0
Melanie Paxson,5,60.0,632,31329.0,6017,0,0,0,0,0,0,0,0,0,1,0
Sebastian Bach,7,469.0,2098,4008.0,387,0,0,0,0,0,0,0,1,0,0,0
Darryl Stephens,3,25.0,91,75209.0,13304,1,0,0,0,0,0,0,0,0,0,0
Lilly Hiatt,3,25.0,66,75209.0,9026,0,0,0,0,0,0,0,1,0,0,0
Adrian Martinez,5,65.0,334,28970.0,7648,1,0,0,0,0,0,0,0,0,0,0
Josh Fadem,3,22.0,95,85600.0,2945,1,0,0,0,0,0,0,0,0,0,0
Vickie Winans,4,35.0,190,53823.0,6341,0,0,0,0,0,0,0,1,0,0,0
Tamyra Gray,4,35.0,103,53823.0,6341,0,0,0,0,0,0,0,1,0,0,0
Greg Bryk,5,75.0,500,25125.0,6956,1,0,0,0,0,0,0,0,0,0,0
Mary Scheer,4,50.0,256,37691.0,8984,1,0,0,0,0,0,0,0,0,0,0
Chris Spielman,5,100.0,215,18849.0,556,0,0,1,0,0,0,0,0,0,0,0
Wade Williams,5,100.0,522,18849.0,5712,1,0,0,0,0,0,0,0,0,0,0
Johnny Giavotella,3,20.0,37,94261.0,1599,0,0,1,0,0,0,0,0,0,0,0
Aditi Kinkhabwala,3,20.0,35,94261.0,17880,0,0,0,0,0,0,0,0,0,1,0
Jean-luc du preez,3,20.0,64,94261.0,629,0,0,1,0,0,0,0,0,0,0,0
Chris Carlin,3,20.0,40,94261.0,3291,1,0,0,0,0,0,0,0,0,0,0
Mark Nzeocha,3,20.0,41,94261.0,3416,0,0,1,0,0,0,0,0,0,0,0
Yanic Truesdale,6,120.0,649,15715.0,5036,1,0,0,0,0,0,0,0,0,0,0
Dan Marino,7,500.0,1051,3776.0,85,0,0,1,0,0,0,0,0,0,0,0
Oscar Nunez,6,190.0,1388,9939.0,3620,1,0,0,0,0,0,0,0,0,0,0
Giuseppe Bausilio,3,15.0,35,126043.0,22919,0,0,0,0,0,0,0,0,0,1,0
Josh Levi,3,15.0,23,126043.0,22919,0,0,0,0,0,0,0,0,0,1,0
Craig Robert Young,3,15.0,46,126043.0,16842,1,0,0,0,0,0,0,0,0,0,0
Jordon Crawford,3,15.0,22,126043.0,2891,0,0,1,0,0,0,0,0,0,0,0
Micky Dolenz,7,295.0,1327,6409.0,2592,1,0,0,0,0,0,0,0,0,0,0
Jarret Stoll,6,200.0,314,9458.0,20,0,0,1,0,0,0,0,0,0,0,0
Wally Szczerbiak,6,110.0,213,17199.0,473,0,0,1,0,0,0,0,0,0,0,0
Amy Purdy,5,100.0,458,18920.0,52,0,0,1,0,0,0,0,0,0,0,0
Kaz Grala,3,21.0,509,90152.0,121,0,0,1,0,0,0,0,0,0,0,0
Michael Carbonaro,6,200.0,244,9468.0,3501,1,0,0,0,0,0,0,0,0,0,0
Sergi Canos,4,49.0,598,38734.0,2596,0,0,1,0,0,0,0,0,0,0,0
Josh Kennedy,4,40.0,532,47558.0,32,0,0,1,0,0,0,0,0,0,0,0
Zuzanna Szadkowski,4,40.0,198,47558.0,9347,0,0,0,0,0,0,0,0,0,1,0
Blake Michael,5,75.0,406,25380.0,4778,0,0,0,0,0,0,0,0,0,1,0
LenDale White,5,100.0,102,19040.0,564,0,0,1,0,0,0,0,0,0,0,0
Rudy Tomjanovich,5,100.0,421,19040.0,525,0,0,1,0,0,0,0,0,0,0,0
Michelle McManus,4,45.0,133,42345.0,4947,0,0,0,0,0,0,0,1,0,0,0
Shondrella Avery,4,50.0,188,38121.0,9043,1,0,0,0,0,0,0,0,0,0,0
Madison Hildebrand,4,50.0,441,38121.0,7440,0,0,0,0,0,0,0,0,0,1,0
Andy Gray,5,70.0,425,27230.0,1735,0,0,1,0,0,0,0,0,0,0,0
Shaggy,7,400.0,1876,4766.0,659,0,0,0,0,0,0,0,0,0,1,0
Katie Johnson,3,20.0,30,95367.0,7799,0,0,1,0,0,0,0,0,0,0,0
Nick Gomez,3,20.0,51,95367.0,3325,1,0,0,0,0,0,0,0,0,0,0
Pat Connaughton,5,89.0,714,21442.0,598,0,0,1,0,0,0,0,0,0,0,0
Andre Dawson,5,70.0,266,27315.0,325,0,0,1,0,0,0,0,0,0,0,0
Cat Osterman,4,40.0,138,47810.0,716,0,0,1,0,0,0,0,0,0,0,0
Larysa Switlyk,3,25.0,0,76512.0,14800,0,0,0,0,0,0,0,0,0,1,0
Carla Jimenez,4,50.0,132,38274.0,7471,0,0,0,0,0,0,0,0,0,1,0
Frank Zummo,4,50.0,135,38274.0,7471,0,0,0,0,0,0,0,0,0,1,0
Robert Duncan McNeill,5,100.0,562,19142.0,5768,1,0,0,0,0,0,0,0,0,0,0
Blake Ayshford,3,12.0,24,159608.0,1553,0,0,1,0,0,0,0,0,0,0,0
Steve J. Palmer,4,30.0,42,63889.0,12513,0,0,0,0,0,0,0,0,0,1,0
Rick Reilly,4,30.0,69,63889.0,12513,0,0,0,0,0,0,0,0,0,1,0
Roberto Alomar,5,100.0,421,19183.0,203,0,0,1,0,0,0,0,0,0,0,0
Ron Masak,4,40.0,199,48042.0,10456,1,0,0,0,0,0,0,0,0,0,0
Mica McNeill,3,15.0,3,128206.0,874,0,0,1,0,0,0,0,0,0,0,0
Jay Washington,3,15.0,15,128206.0,2935,0,0,1,0,0,0,0,0,0,0,0
Donovan McNabb,7,300.0,636,6415.0,155,0,0,1,0,0,0,0,0,0,0,0
Jordan Burroughs,5,100.0,457,19247.0,54,0,0,1,0,0,0,0,0,0,0,0
Kirsten Flipkens,4,35.0,50,54998.0,366,0,0,1,0,0,0,0,0,0,0,0
Owain Doull,3,19.0,28,101357.0,173,0,0,1,0,0,0,0,0,0,0,0
John C. McGinley,7,350.0,2204,5507.0,2313,1,0,0,0,0,0,0,0,0,0,0
John Smoltz,6,150.0,728,12853.0,120,0,0,1,0,0,0,0,0,0,0,0
Eric Devendorf,3,23.0,33,83874.0,2034,0,0,1,0,0,0,0,0,0,0,0
Lee Garrett,2,10.0,20,192911.0,32156,0,0,0,0,0,0,0,0,0,1,0
Tiffany Mitchell,2,10.0,76,192911.0,4279,0,0,1,0,0,0,0,0,0,0,0
Robenson Therezie,2,10.0,6,192911.0,6900,0,0,1,0,0,0,0,0,0,0,0
Trevoh Chalobah,5,60.0,387,32152.0,2093,0,0,1,0,0,0,0,0,0,0,0
Blake Lewis,4,39.0,100,49467.0,5790,0,0,0,0,0,0,0,1,0,0,0
Eric Martsolf,4,50.0,228,38585.0,7547,0,0,0,0,0,0,0,0,0,1,0
Cassandra Lee Morris,4,40.0,538,48244.0,9496,0,0,0,0,0,0,0,0,0,1,0
Matt Doyle,4,40.0,152,48244.0,9496,0,0,0,0,0,0,0,0,0,1,0
Adam Brown,4,40.0,108,48244.0,1553,1,0,0,0,0,0,0,0,0,0,0
ANTONIO SANCHEZ,4,30.0,71,64327.0,7668,0,0,0,0,0,0,0,1,0,0,0
Matthew Barnaby,4,30.0,59,64327.0,646,0,0,1,0,0,0,0,0,0,0,0
Dana Snyder,5,75.0,415,25732.0,7060,1,0,0,0,0,0,0,0,0,0,0
Anna DePalma,3,20.0,5,96527.0,305,0,0,1,0,0,0,0,0,0,0,0
Matt Overton,3,20.0,25,96527.0,3523,0,0,1,0,0,0,0,0,0,0,0
Gunplay,5,100.0,165,19333.0,2150,0,0,0,0,0,0,0,1,0,0,0
Colin Munro,4,50.0,107,38734.0,300,0,0,1,0,0,0,0,0,0,0,0
Bobby Labonte,4,50.0,212,38734.0,48,0,0,1,0,0,0,0,0,0,0,0
Mayhem Miller,4,35.0,223,55338.0,10879,0,0,0,0,0,0,0,0,0,1,0
Jim Boeheim,6,200.0,192,9690.0,32,0,0,1,0,0,0,0,0,0,0,0
Leigh-Allyn Baker,5,100.0,570,19403.0,5824,1,0,0,0,0,0,0,0,0,0,0
Kate Quigley,4,45.0,168,43141.0,8453,0,0,0,0,0,0,0,0,0,1,0
Doug Aldrich,5,55.0,232,35352.0,4092,0,0,0,0,0,0,0,1,0,0,0
Debra Jo Rupp,7,299.0,1457,6505.0,2631,1,0,0,0,0,0,0,0,0,0,0
Christian Finnegan,3,25.0,65,77838.0,81,0,0,0,0,0,1,0,0,0,0,0
Mike Manning,3,25.0,72,77838.0,592,0,0,0,0,0,0,1,0,0,0,0
Carlito Olivero,4,40.0,144,48767.0,5714,0,0,0,0,0,0,0,1,0,0,0
Lee Clark,4,50.0,166,39026.0,2623,0,0,1,0,0,0,0,0,0,0,0
Tammie Brown,4,50.0,398,39026.0,1202,0,0,0,0,0,0,0,0,1,0,0
Anna Faith,4,50.0,77,39026.0,7631,0,0,0,0,0,0,0,0,0,1,0
Devante Mays,3,20.0,16,97660.0,3569,0,0,1,0,0,0,0,0,0,0,0
Jermaine Williams,3,20.0,57,97660.0,15083,1,0,0,0,0,0,0,0,0,0,0
Josh Strickland,3,20.0,45,97660.0,3408,1,0,0,0,0,0,0,0,0,0,0
Brian Rose,4,26.0,62,75209.0,77,0,0,1,0,0,0,0,0,0,0,0
Bill Romanowski,6,130.0,358,15042.0,434,0,0,1,0,0,0,0,0,0,0,0
Beard Meats Food,3,15.0,180,130420.0,23600,0,0,0,0,0,0,0,0,0,1,0
Marcelo Cordoba,3,15.0,56,130420.0,23600,0,0,0,0,0,0,0,0,0,1,0
Travis Swaggerty,3,15.0,30,130420.0,2353,0,0,1,0,0,0,0,0,0,0,0
Bob Valvano,3,15.0,17,130420.0,876,0,0,1,0,0,0,0,0,0,0,0
Tim Dillard,3,15.0,59,130420.0,2353,0,0,1,0,0,0,0,0,0,0,0
Nick Spano,4,35.0,175,55924.0,11381,1,0,0,0,0,0,0,0,0,0,0
Khary Payton,6,195.0,641,10048.0,3645,1,0,0,0,0,0,0,0,0,0,0
Barbara Goodson,5,60.0,259,32659.0,8258,1,0,0,0,0,0,0,0,0,0,0
Michaela Dietz,5,60.0,171,32659.0,8258,1,0,0,0,0,0,0,0,0,0,0
Keith Silverstein,5,60.0,818,32659.0,6299,0,0,0,0,0,0,0,0,0,1,0
Tane Mcclure,4,40.0,391,49014.0,10580,1,0,0,0,0,0,0,0,0,0,0
Jake Andrewartha,1,5.0,6,392537.0,5463,0,0,1,0,0,0,0,0,0,0,0
Kayvon Webster,3,25.0,27,78552.0,2791,0,0,1,0,0,0,0,0,0,0,0
Justin Sandercoe,3,25.0,87,78552.0,9442,0,0,0,0,0,0,0,1,0,0,0
Mary-Margaret Humes,4,50.0,200,39304.0,9203,1,0,0,0,0,0,0,0,0,0,0
Michael Robinson,4,50.0,106,39304.0,1311,0,0,1,0,0,0,0,0,0,0,0
Julia Mancuso,4,45.0,50,43717.0,11,0,0,1,0,0,0,0,0,0,0,0
Reggie Jackson,6,249.0,1444,7901.0,47,0,0,1,0,0,0,0,0,0,0,0
Jill Marie Jones,5,100.0,479,19679.0,5890,1,0,0,0,0,0,0,0,0,0,0
Fabio Viviani,4,40.0,210,49248.0,126,0,0,0,0,1,0,0,0,0,0,0
Haley Webb,4,40.0,141,49248.0,10608,1,0,0,0,0,0,0,0,0,0,0
Nick Adams,4,30.0,133,65743.0,12412,1,0,0,0,0,0,0,0,0,0,0
Geoffrey Zakarian,6,225.0,1977,8773.0,18,0,0,0,0,1,0,0,0,0,0,0
Philip Labonte,4,50.0,157,39487.0,4587,0,0,0,0,0,0,0,1,0,0,0
Robert Picardo,6,150.0,718,13171.0,4435,1,0,0,0,0,0,0,0,0,0,0
Big Freedia,6,200.0,698,9881.0,1006,0,0,0,0,0,0,0,1,0,0,0
David Fynn,3,20.0,61,98846.0,18605,0,0,0,0,0,0,0,0,0,1,0
Rebekah Kochan,3,20.0,38,98846.0,15151,1,0,0,0,0,0,0,0,0,0,0
Mark Rolston,5,90.0,553,21977.0,6362,1,0,0,0,0,0,0,0,0,0,0
Tom Wopat,6,150.0,828,13189.0,4440,1,0,0,0,0,0,0,0,0,0,0
Kenny Lofton,5,75.0,305,26386.0,307,0,0,1,0,0,0,0,0,0,0,0
Ennis Esmer,5,69.0,661,28707.0,7596,1,0,0,0,0,0,0,0,0,0,0
Chris Porter,3,25.0,62,79253.0,15260,0,0,0,0,0,0,0,0,0,1,0
Tim Wakefield,5,80.0,324,24776.0,282,0,0,1,0,0,0,0,0,0,0,0
Judy Gold,4,50.0,413,39653.0,9245,1,0,0,0,0,0,0,0,0,0,0
Miljenko Matijevic,4,50.0,235,39653.0,4610,0,0,0,0,0,0,0,1,0,0,0
Isaiah Briscoe,5,75.0,143,26449.0,732,0,0,1,0,0,0,0,0,0,0,0
Storm Norton,3,13.0,28,152593.0,5613,0,0,1,0,0,0,0,0,0,0,0
Liam Messam,4,30.0,57,66233.0,338,0,0,1,0,0,0,0,0,0,0,0
Raghu Ram,6,150.0,507,13250.0,2299,0,0,0,0,0,0,0,0,0,1,0
Tariq Nasheed,5,75.0,290,26515.0,5010,0,0,0,0,0,0,0,0,0,1,0
Chris Santos,4,49.0,155,40600.0,107,0,0,0,0,1,0,0,0,0,0,0
Jose Feliciano,6,250.0,903,7962.0,806,0,0,0,0,0,0,0,1,0,0,0
Sam Gagner,4,50.0,119,39817.0,292,0,0,1,0,0,0,0,0,0,0,0
Shyheim,4,50.0,217,39817.0,4642,0,0,0,0,0,0,0,1,0,0,0
Courtney Okolo,3,15.0,24,132754.0,912,0,0,1,0,0,0,0,0,0,0,0
Jack Tocho,3,15.0,12,132754.0,4888,0,0,1,0,0,0,0,0,0,0,0
Johnny Romano,3,15.0,14,132754.0,2405,0,0,1,0,0,0,0,0,0,0,0
Sean Culkin,3,15.0,23,132754.0,4888,0,0,1,0,0,0,0,0,0,0,0
Damien Bodie,3,15.0,25,132754.0,4563,1,0,0,0,0,0,0,0,0,0,0
Pierre Bouvier,5,69.0,266,28877.0,3288,0,0,0,0,0,0,0,1,0,0,0
Jonathan Stewart,5,100.0,122,19948.0,600,0,0,1,0,0,0,0,0,0,0,0
Charlie Schlatter,5,100.0,482,19948.0,5957,1,0,0,0,0,0,0,0,0,0,0
Michael Buffer,7,295.0,989,6766.0,2705,1,0,0,0,0,0,0,0,0,0,0
Dan Amboyer,4,50.0,91,39963.0,7825,0,0,0,0,0,0,0,0,0,1,0
Mara Marini,4,40.0,182,49975.0,10691,1,0,0,0,0,0,0,0,0,0,0
Bruce Ellington,4,40.0,49,49975.0,1734,0,0,1,0,0,0,0,0,0,0,0
Jamal Lewis,5,100.0,370,19990.0,602,0,0,1,0,0,0,0,0,0,0,0
Georgi Karakhanyan,3,25.0,229,79980.0,956,0,0,1,0,0,0,0,0,0,0,0
Samwell,4,30.0,85,66701.0,7967,0,0,0,0,0,0,0,1,0,0,0
Rodger Bumpass,5,90.0,576,22236.0,6414,1,0,0,0,0,0,0,0,0,0,0
KayCee Stroh,5,55.0,215,36402.0,7057,0,0,0,0,0,0,0,0,0,1,0
Bobbi Billard,3,20.0,39,100112.0,714,0,0,0,0,0,0,1,0,0,0,0
Deon Thomas,3,20.0,40,100112.0,2388,0,0,1,0,0,0,0,0,0,0,0
Kirko Bangz,5,100.0,199,20029.0,2230,0,0,0,0,0,0,0,1,0,0,0
Tatanka,5,100.0,436,20029.0,355,0,0,1,0,0,0,0,0,0,0,0
Charles Oakley,6,225.0,973,8903.0,227,0,0,1,0,0,0,0,0,0,0,0
Jordan Pundik,4,45.0,155,44515.0,5213,0,0,0,0,0,0,0,1,0,0,0
Rob Parker,4,50.0,112,40129.0,7852,0,0,0,0,0,0,0,0,0,1,0
Billy J. Kramer,4,50.0,310,40129.0,4685,0,0,0,0,0,0,0,1,0,0,0
Charlie Villanueva,5,100.0,201,20070.0,3694,0,0,0,0,0,0,0,0,0,1,0
Steven Beitashour,4,40.0,48,50224.0,3498,0,0,1,0,0,0,0,0,0,0,0
Scott Stapp,7,299.0,1171,6720.0,658,0,0,0,0,0,0,0,1,0,0,0
Joshua Seth,4,29.0,118,69297.0,13509,0,0,0,0,0,0,0,0,0,1,0
Deanna Russo,5,55.0,234,36542.0,8829,1,0,0,0,0,0,0,0,0,0,0
Violent J,6,135.0,599,14925.0,1569,0,0,0,0,0,0,0,1,0,0,0
Hailie Deegan,5,100.0,639,20152.0,19,0,0,1,0,0,0,0,0,0,0,0
Taral Hicks,5,100.0,642,20152.0,5998,1,0,0,0,0,0,0,0,0,0,0
Ivy Levan,5,55.0,86,36674.0,4255,0,0,0,0,0,0,0,1,0,0,0
Aida Rodriguez,3,25.0,114,80725.0,15538,0,0,0,0,0,0,0,0,0,1,0
RaVaughn,3,25.0,39,80725.0,9704,0,0,0,0,0,0,0,1,0,0,0
James Blackmon Jr,3,25.0,27,80725.0,1975,0,0,1,0,0,0,0,0,0,0,0
Nicole Barber-Lane,3,25.0,28,80725.0,15538,0,0,0,0,0,0,0,0,0,1,0
Phil Soussan,3,25.0,66,80725.0,9704,0,0,0,0,0,0,0,1,0,0,0
Amanda Serrano,3,25.0,142,80725.0,462,0,0,1,0,0,0,0,0,0,0,0
Trey Flowers,5,75.0,114,26919.0,855,0,0,1,0,0,0,0,0,0,0,0
David Ortiz,8,750.0,1116,2694.0,8,0,0,1,0,0,0,0,0,0,0,0
Dom Irrera,4,50.0,168,40457.0,7918,0,0,0,0,0,0,0,0,0,1,0
Kenny Aronoff,5,75.0,341,26985.0,3050,0,0,0,0,0,0,0,1,0,0,0
Langston Galloway,5,60.0,99,33748.0,916,0,0,1,0,0,0,0,0,0,0,0
Jeren Kendall,3,15.0,27,135151.0,2455,0,0,1,0,0,0,0,0,0,0,0
Brynden Trawick,3,15.0,23,135151.0,4987,0,0,1,0,0,0,0,0,0,0,0
Sean Keenan,4,40.0,120,50732.0,9972,0,0,0,0,0,0,0,0,0,1,0
The Unknown Comic,4,40.0,105,50732.0,57,0,0,0,0,0,1,0,0,0,0,0
James Rhine,3,19.0,284,106811.0,19877,0,0,0,0,0,0,0,0,0,1,0
Kelly Thiebaud,4,50.0,135,40600.0,9402,1,0,0,0,0,0,0,0,0,0,0
Betty Who,5,100.0,231,20318.0,2260,0,0,0,0,0,0,0,1,0,0,0
Kevin Eastman,5,60.0,305,33869.0,41,0,0,0,0,0,1,0,0,0,0,0
Louis Lombardi,4,30.0,155,67750.0,12617,1,0,0,0,0,0,0,0,0,0,0
Erin McLeod,4,30.0,54,67750.0,5051,0,0,1,0,0,0,0,0,0,0,0
Tony Way,4,37.0,302,54998.0,11275,1,0,0,0,0,0,0,0,0,0,0
Arlene Phillips,5,65.0,120,31329.0,6017,0,0,0,0,0,0,0,0,0,1,0
Allie DiMeco,4,50.0,188,40760.0,7972,0,0,0,0,0,0,0,0,0,1,0
Mark Holton,5,55.0,324,37081.0,8906,1,0,0,0,0,0,0,0,0,0,0
Brandon Baker,4,45.0,263,45324.0,10073,1,0,0,0,0,0,0,0,0,0,0
Stephen Rannazzisi,6,125.0,410,16323.0,5167,1,0,0,0,0,0,0,0,0,0,0
Austin Tindle,4,50.0,303,40919.0,1279,1,0,0,0,0,0,0,0,0,0,0
Gangsta Boo,5,75.0,356,27315.0,3090,0,0,0,0,0,0,0,1,0,0,0
Tim Robards,4,45.0,511,45545.0,8963,0,0,0,0,0,0,0,0,0,1,0
Jsu Garcia,4,40.0,176,51272.0,10842,1,0,0,0,0,0,0,0,0,0,0
Alex Newell,6,150.0,2415,13681.0,1432,0,0,0,0,0,0,0,1,0,0,0
Megan Gallagher,5,60.0,297,34204.0,8482,1,0,0,0,0,0,0,0,0,0,0
Sean Kanan,5,60.0,402,34204.0,8482,1,0,0,0,0,0,0,0,0,0,0
Jack Guzman,3,20.0,23,102616.0,15432,1,0,0,0,0,0,0,0,0,0,0
Dylan LeBlanc,3,20.0,26,102616.0,12250,0,0,0,0,0,0,0,1,0,0,0
Ali Ewoldt,3,20.0,35,102616.0,19195,0,0,0,0,0,0,0,0,0,1,0
Terence Garvin,3,20.0,12,102616.0,3772,0,0,1,0,0,0,0,0,0,0,0
Drew Butera,4,35.0,146,58669.0,918,0,0,1,0,0,0,0,0,0,0,0
Tim Harding,4,35.0,62,58669.0,6955,0,0,0,0,0,0,0,1,0,0,0
Sophia Grace,6,250.0,444,8226.0,1283,0,0,0,0,0,0,0,0,0,1,0
Quinton Dial,3,25.0,43,82292.0,2947,0,0,1,0,0,0,0,0,0,0,0
Daisy Wood-Davis,3,25.0,21,82292.0,15818,0,0,0,0,0,0,0,0,0,1,0
Mickey Rivers,3,25.0,66,82292.0,1358,0,0,1,0,0,0,0,0,0,0,0
Doug Bradley,5,100.0,394,20589.0,6086,1,0,0,0,0,0,0,0,0,0,0
Brett Banasiewicz,2,10.0,12,205970.0,1825,0,0,1,0,0,0,0,0,0,0,0
Cody Webb,2,10.0,21,205970.0,217,0,0,1,0,0,0,0,0,0,0,0
Brett Graves,2,10.0,9,205970.0,3957,0,0,1,0,0,0,0,0,0,0,0
Joey Brezinski,2,10.0,16,205970.0,1825,0,0,1,0,0,0,0,0,0,0,0
Akeem Scott,2,10.0,6,205970.0,4541,0,0,1,0,0,0,0,0,0,0,0
Megan Sikora,2,10.0,10,205970.0,33733,0,0,0,0,0,0,0,0,0,1,0
Skylar Kergil,2,10.0,22,205970.0,22536,0,0,0,0,0,0,0,1,0,0,0
Jasmine Waltz,5,69.0,129,29856.0,5707,0,0,0,0,0,0,0,0,0,1,0
Adam Barta,4,30.0,59,68778.0,8218,0,0,0,0,0,0,0,1,0,0,0
Grizz Chapman,4,30.0,135,68778.0,2344,1,0,0,0,0,0,0,0,0,0,0
Jordan Jarvis,3,15.0,11,137649.0,12534,0,0,1,0,0,0,0,0,0,0,0
Aaron Brewer,3,15.0,19,137649.0,5054,0,0,1,0,0,0,0,0,0,0,0
Jodi Miller,3,15.0,54,137649.0,694,0,0,0,0,0,1,0,0,0,0,0
Rhys Wakefield,5,95.0,264,21742.0,6315,1,0,0,0,0,0,0,0,0,0,0
Tigerlily,4,45.0,47,45940.0,5385,0,0,0,0,0,0,0,1,0,0,0
Lexi Ainsworth,5,70.0,145,29596.0,7762,1,0,0,0,0,0,0,0,0,0,0
Derek Klena,5,70.0,215,29596.0,5643,0,0,0,0,0,0,0,0,0,1,0
Laura Osnes,5,89.0,394,23289.0,4350,0,0,0,0,0,0,0,0,0,1,0
Nick Rimando,5,55.0,135,37691.0,2514,0,0,1,0,0,0,0,0,0,0,0
Carlos Gomez,5,75.0,229,27672.0,328,0,0,1,0,0,0,0,0,0,0,0
Sandy Helberg,5,65.0,376,31941.0,8140,1,0,0,0,0,0,0,0,0,0,0
DANNY DIABLO,3,25.0,85,83078.0,9997,0,0,0,0,0,0,0,1,0,0,0
Andrew Matarazzo,3,25.0,47,83078.0,15948,0,0,0,0,0,0,0,0,0,1,0
Bill Kirchenbauer,3,25.0,101,83078.0,13957,1,0,0,0,0,0,0,0,0,0,0
George Wyner,4,45.0,317,46163.0,10186,1,0,0,0,0,0,0,0,0,0,0
Jenn Colella,4,45.0,97,46163.0,5405,0,0,0,0,0,0,0,1,0,0,0
Ian Buchanan,4,45.0,220,46163.0,10186,1,0,0,0,0,0,0,0,0,0,0
Billy Hinsche,4,30.0,107,69297.0,8278,0,0,0,0,0,0,0,1,0,0,0
Mike Hagerty,4,35.0,217,59405.0,11775,1,0,0,0,0,0,0,0,0,0,0
Georgi Kay,3,20.0,33,103984.0,12417,0,0,0,0,0,0,0,1,0,0,0
Ben Price,5,55.0,108,37823.0,7370,0,0,0,0,0,0,0,0,0,1,0
Vin Rana,5,75.0,421,27741.0,241,0,0,0,0,0,0,1,0,0,0,0
Grant Fuhr,5,75.0,280,27741.0,146,0,0,1,0,0,0,0,0,0,0,0
Keo Motsepe,5,75.0,108,27741.0,5250,0,0,0,0,0,0,0,0,0,1,0
Kevin Chamberlin,5,99.0,663,21044.0,6174,1,0,0,0,0,0,0,0,0,0,0
Chris Pronger,5,99.0,408,21044.0,88,0,0,1,0,0,0,0,0,0,0,0
Alexander Volkanovski,6,130.0,1598,16029.0,214,0,0,1,0,0,0,0,0,0,0,0
Ozzie Smith,6,101.0,461,20645.0,218,0,0,1,0,0,0,0,0,0,0,0
Gena Lee Nolin,5,75.0,284,27829.0,7446,1,0,0,0,0,0,0,0,0,0,0
Artis Gilmore,5,75.0,336,27829.0,772,0,0,1,0,0,0,0,0,0,0,0
Steve Grand,4,45.0,84,46408.0,5437,0,0,0,0,0,0,0,1,0,0,0
Shawn Ray,4,50.0,180,41786.0,22,0,0,1,0,0,0,0,0,0,0,0
Paul McGillion,4,50.0,123,41786.0,9581,1,0,0,0,0,0,0,0,0,0,0
Cristian Roldan,4,40.0,67,52350.0,3676,0,0,1,0,0,0,0,0,0,0,0
Jennie Kwan,4,30.0,141,69889.0,12830,1,0,0,0,0,0,0,0,0,0,0
Dan Straily,3,25.0,73,83874.0,1397,0,0,1,0,0,0,0,0,0,0,0
Mateen Cleaves,4,50.0,105,41990.0,1101,0,0,1,0,0,0,0,0,0,0,0
Chesney Hawkes,5,100.0,606,20998.0,2333,0,0,0,0,0,0,0,1,0,0,0
Zack Kassian,5,60.0,163,34998.0,230,0,0,1,0,0,0,0,0,0,0,0
Julie Lake,4,40.0,61,52630.0,10348,0,0,0,0,0,0,0,0,0,1,0
Obum Gwacham,3,15.0,15,140450.0,5171,0,0,1,0,0,0,0,0,0,0,0
Vedran Janjetovic,3,15.0,12,140450.0,12866,0,0,1,0,0,0,0,0,0,0,0
Stuart Edge,3,15.0,31,140450.0,25058,0,0,0,0,0,0,0,0,0,1,0
Kurtis Drummond,3,15.0,11,140450.0,5171,0,0,1,0,0,0,0,0,0,0,0
Mercedes Russell,3,15.0,75,140450.0,3206,0,0,1,0,0,0,0,0,0,0,0
Nate Adams,3,15.0,22,140450.0,25058,0,0,0,0,0,0,0,0,0,1,0
Michael Papajohn,4,45.0,345,46830.0,10279,1,0,0,0,0,0,0,0,0,0,0
Bobo Wilson,3,20.0,23,105386.0,3876,0,0,1,0,0,0,0,0,0,0,0
