Full name,Price Group,Cameo video price,Wikipedia,FF Celebrity rating,FF Main category rating,Catergory_Actors,Catergory_Artists,Catergory_Athletes,Catergory_Business People,Catergory_Chefs,Catergory_Comedians,Catergory_Models,Catergory_Musicians,Catergory_Personalities,Catergory_Public Figures,Catergory_Writers,Actuals,Predictions
Evelyn Walsh,$5.01-10.00,10.0,11,230115.0,581,0,0,1,0,0,0,0,0,0,0,0,$5.01-10.00,$10.01-25.00
Francine Lewis,$10.01-25.00,25.0,47,92125.0,17550,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Ryan Steele,$10.01-25.00,25.0,53,92125.0,17550,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Steve Hofstetter,$25.01-50.00,44.0,247,52350.0,437,0,0,0,0,0,1,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Genevieve Gorder,$50.01-100.00,100.0,218,23064.0,4300,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
Archie Thompson,$50.01-100.00,60.0,127,38442.0,2576,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Kerry Butler,$50.01-100.00,60.0,259,38442.0,7514,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$50.01-100.00
Thunder Rosa,$25.01-50.00,45.0,529,51272.0,816,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Kurt Braunohler,$25.01-50.00,40.0,116,57696.0,11319,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Chad Beebe,$25.01-50.00,40.0,61,57696.0,2004,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Kenbrell Thompkins,$25.01-50.00,40.0,25,57696.0,2004,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Ben Johnson,$100.01-250.00,200.0,12,11542.0,27,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$25.01-50.00
Josef Ber,$10.01-25.00,12.0,21,192911.0,19693,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Brevin Knight,$25.01-50.00,30.0,69,77172.0,1906,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Andrew Poje,$25.01-50.00,30.0,24,77172.0,159,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
IronE Singleton,$50.01-100.00,55.0,81,42166.0,8262,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$10.01-25.00
Peter Kelamis,$25.01-50.00,50.0,150,46408.0,10212,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Wendell Holland,$25.01-50.00,50.0,75,46408.0,9123,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Blaze Ya Dead Homie,$25.01-50.00,40.0,76,58031.0,6868,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Nakia Burrise,$25.01-50.00,40.0,112,58031.0,11637,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Kit Cope,$10.01-25.00,20.0,33,116357.0,1290,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Todd Richards,$10.01-25.00,20.0,40,116357.0,1485,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Andy Buckley,$100.01-250.00,145.0,1446,16056.0,5110,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Michael Hixon,$10.01-25.00,25.0,11,93158.0,532,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Scott Speiser,$10.01-25.00,25.0,38,93158.0,14742,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Andrea Bogart,$10.01-25.00,25.0,82,93158.0,14742,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Rose Falcon,$10.01-25.00,25.0,55,93158.0,11148,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$25.01-50.00
Jordi Vilasuso,$25.01-50.00,50.0,221,46641.0,10247,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Rick Malambri,$25.01-50.00,50.0,121,46641.0,10247,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Daniel Newman,$50.01-100.00,60.0,113,38878.0,7609,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
Meghan McCarthy,$50.01-100.00,60.0,154,38878.0,7609,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
Justin Ross Lee,$25.01-50.00,40.0,226,58358.0,11432,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Luke Bilyk,$25.01-50.00,35.0,117,66701.0,2261,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Bernie Shaw,$25.01-50.00,30.0,70,77838.0,9349,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$10.01-25.00
Jonathan Saunders,$10.01-25.00,15.0,11,156010.0,195,0,0,0,0,0,0,0,0,1,0,0,$10.01-25.00,$10.01-25.00
Bam Bam,$10.01-25.00,15.0,32,156010.0,27331,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$50.01-100.00
Carly Foulkes,$50.01-100.00,55.0,1782,42556.0,358,0,0,0,0,0,0,1,0,0,0,0,$50.01-100.00,$50.01-100.00
John Tartaglia,$25.01-50.00,45.0,136,52078.0,10246,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Renee Graziano,$100.01-250.00,150.0,329,15629.0,383,0,0,0,0,0,0,0,0,1,0,0,$100.01-250.00,$25.01-50.00
Shawn Pyfrom,$50.01-100.00,65.0,315,36115.0,8770,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Nuno Gomes,$50.01-100.00,75.0,240,31329.0,2038,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$100.01-250.00
Michelle Akers,$50.01-100.00,55.0,134,42739.0,2906,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Adriana Fonseca,$25.01-50.00,50.0,102,47086.0,9261,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Alex McGough,$25.01-50.00,50.0,51,47086.0,1611,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Marcelo Melo,$25.01-50.00,45.0,34,52350.0,343,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Tez Ilyas,$10.01-25.00,25.0,96,94261.0,568,0,0,0,0,0,1,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Tom Cotter,$10.01-25.00,25.0,32,94261.0,568,0,0,0,0,0,1,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Joe Hawley,$10.01-25.00,25.0,32,94261.0,3416,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Orlando Hudson,$10.01-25.00,25.0,54,94261.0,1599,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Charlie Kimball,$10.01-25.00,25.0,90,94261.0,25,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Ronan Keating,$250.01-500.00,400.0,2587,5899.0,102,0,0,0,0,0,0,0,1,0,0,0,$250.01-500.00,$250.01-500.00
Aljamain Sterling,$100.01-250.00,125.0,1186,18885.0,260,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
Lisa Wilcox,$25.01-50.00,40.0,141,59042.0,11730,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Marlon Hairston,$10.01-25.00,20.0,42,118187.0,10268,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Caleb Folan,$10.01-25.00,20.0,42,118187.0,10268,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Robert Wuhl,$50.01-100.00,89.0,344,26584.0,7222,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Craig Owens,$25.01-50.00,50.0,221,47323.0,5535,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Alonzo Bodden,$25.01-50.00,50.0,91,47323.0,10363,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Trey Wingo,$50.01-100.00,75.0,437,31603.0,6084,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$50.01-100.00
Bill Engvall,$100.01-250.00,150.0,610,15804.0,201,0,0,0,0,0,1,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Sarah McLeod,$25.01-50.00,35.0,103,67750.0,13218,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Danielle Staub,$100.01-250.00,150.0,370,15836.0,2823,0,0,0,0,0,0,0,0,0,1,0,$100.01-250.00,$25.01-50.00
Shaggy 2 Dope,$100.01-250.00,134.0,514,17737.0,1919,0,0,0,0,0,0,0,1,0,0,0,$100.01-250.00,$25.01-50.00
Aries Spears,$50.01-100.00,100.0,448,23769.0,6708,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Chris Rager,$25.01-50.00,30.0,96,79253.0,15260,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Alex Roldan,$25.01-50.00,30.0,45,79253.0,6209,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Kelly Crull,$25.01-50.00,30.0,329,79253.0,2734,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Christian Ingebrigtsen,$25.01-50.00,30.0,68,79253.0,9525,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Audrey Assad,$25.01-50.00,50.0,169,47558.0,5562,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Erin Ryder,$25.01-50.00,50.0,54,47558.0,9347,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$10.01-25.00
William Hope,$25.01-50.00,50.0,199,47558.0,10398,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Eddie McGee,$25.01-50.00,33.0,278,72105.0,14029,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Murphy Dunne,$25.01-50.00,45.0,166,52935.0,11034,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Bruce Kulick,$50.01-100.00,100.0,376,23838.0,2672,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$50.01-100.00
Matt LaCosse,$10.01-25.00,25.0,97,95367.0,3477,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Mandy Rain,$10.01-25.00,25.0,111,95367.0,11406,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$25.01-50.00
Kyle Troup,$10.01-25.00,25.0,95,95367.0,1160,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
David Hernandez,$10.01-25.00,25.0,51,95367.0,18071,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Kevin Plawecki,$25.01-50.00,29.0,182,82292.0,1358,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Melissa Schuman,$50.01-100.00,79.0,196,30224.0,3455,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$50.01-100.00
Bill Self,$100.01-250.00,200.0,135,11941.0,47,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Darren Collison,$100.01-250.00,105.0,285,22763.0,633,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
Jack Angel,$25.01-50.00,50.0,148,47810.0,10429,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Shane Kippel,$25.01-50.00,40.0,173,59786.0,11820,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Kendall Waston,$25.01-50.00,40.0,83,59786.0,4356,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Jon Reep,$25.01-50.00,40.0,66,59786.0,462,0,0,0,0,0,1,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Rude Jude,$50.01-100.00,69.0,162,34665.0,6704,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
Rai Vloet,$10.01-25.00,15.0,20,159608.0,15202,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
David Ferry,$10.01-25.00,15.0,28,159608.0,18432,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Calvyn Justus,$10.01-25.00,15.0,16,159608.0,294,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Colin McFarlane,$50.01-100.00,55.0,350,43530.0,9826,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Kevin Frandsen,$10.01-25.00,19.0,41,126043.0,2279,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Rex Burkhead,$100.01-250.00,134.0,184,17880.0,526,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Jenna Boyd,$50.01-100.00,100.0,408,23970.0,6752,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
John Calipari,$250.01-500.00,399.0,458,6008.0,15,0,0,1,0,0,0,0,0,0,0,0,$250.01-500.00,$25.01-50.00
Peter Wynn,$5.01-10.00,10.0,24,239732.0,2970,0,0,1,0,0,0,0,0,0,0,0,$5.01-10.00,$10.01-25.00
Alec Yoder,$5.01-10.00,10.0,8,239732.0,178,0,0,1,0,0,0,0,0,0,0,0,$5.01-10.00,$10.01-25.00
Lauren Smith,$5.01-10.00,10.0,19,239732.0,372,0,0,1,0,0,0,0,0,0,0,0,$5.01-10.00,$10.01-25.00
Rachael Burford,$5.01-10.00,10.0,7,239732.0,2970,0,0,1,0,0,0,0,0,0,0,0,$5.01-10.00,$10.01-25.00
Matt Dawson,$50.01-100.00,90.0,407,26643.0,41,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$10.01-25.00
Mark Geyer,$25.01-50.00,30.0,65,79980.0,464,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Stevie Stone,$25.01-50.00,30.0,68,79980.0,9610,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Grace Mitchell,$10.01-25.00,20.0,38,120002.0,14237,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$25.01-50.00
Major Dodson,$10.01-25.00,20.0,46,120002.0,21961,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Hines Ward,$250.01-500.00,299.0,488,8030.0,217,0,0,1,0,0,0,0,0,0,0,0,$250.01-500.00,$100.01-250.00
Stacey McKenzie,$50.01-100.00,75.0,3324,32043.0,276,0,0,0,0,0,0,1,0,0,0,0,$50.01-100.00,$50.01-100.00
Kevin Dillon,$250.01-500.00,300.0,1254,8020.0,3100,1,0,0,0,0,0,0,0,0,0,0,$250.01-500.00,$50.01-100.00
Ryan Harris,$25.01-50.00,40.0,44,60156.0,2086,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Beefcake the Mighty,$25.01-50.00,40.0,101,60156.0,7135,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Mike Quinn,$25.01-50.00,40.0,45,60156.0,11783,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$10.01-25.00
Jenny Taft,$25.01-50.00,40.0,204,60156.0,11783,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Lex Medlin,$25.01-50.00,40.0,94,60156.0,11783,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Adam McArthur,$25.01-50.00,35.0,109,68778.0,13418,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Catrin Stewart,$25.01-50.00,46.0,140,52350.0,10302,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Richard Kline,$50.01-100.00,100.0,419,24088.0,6775,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Eric Musselman,$50.01-100.00,100.0,122,24088.0,118,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
KILLY,$50.01-100.00,75.0,116,32152.0,3676,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$25.01-50.00
Drew Powell,$50.01-100.00,75.0,200,32152.0,8174,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Monifah,$25.01-50.00,50.0,120,48244.0,5648,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$50.01-100.00
Christian Watford,$10.01-25.00,25.0,27,96527.0,2313,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Peter Chao,$10.01-25.00,25.0,75,96527.0,18251,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$25.01-50.00
Teddy Atlas,$100.01-250.00,145.0,596,16651.0,428,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$25.01-50.00
Marcus Trufant,$50.01-100.00,54.0,69,44715.0,1517,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$10.01-25.00
Tyler Ulis,$100.01-250.00,150.0,490,16132.0,442,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
Graham Gooch,$50.01-100.00,66.0,601,36674.0,283,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$100.01-250.00
Debbie Rochon,$25.01-50.00,30.0,80,80725.0,13760,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Yoni Wolf,$25.01-50.00,30.0,53,80725.0,9704,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$10.01-25.00
Jewell Loyd,$25.01-50.00,30.0,138,80725.0,1975,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Ben Lewis,$25.01-50.00,30.0,5,80725.0,13760,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Parry Shen,$25.01-50.00,45.0,182,53823.0,11142,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Pete Mackanin,$25.01-50.00,35.0,40,69297.0,1123,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Tim Williams,$25.01-50.00,50.0,120,48514.0,10508,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Greg Fitzsimmons,$25.01-50.00,50.0,153,48514.0,419,0,0,0,0,0,1,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Mark Tacher,$25.01-50.00,50.0,181,48514.0,1564,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Darby Allin,$50.01-100.00,85.0,1090,28556.0,507,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Mark Christopher Lawrence,$25.01-50.00,41.0,122,59405.0,11775,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Devin Smeltzer,$10.01-25.00,19.0,118,128206.0,2311,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Maurice Benard,$50.01-100.00,100.0,380,24374.0,4577,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
Troy Daniels,$25.01-50.00,50.0,529,48767.0,1269,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Scorpio Sky,$25.01-50.00,50.0,463,48767.0,783,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
JT Hodges,$25.01-50.00,40.0,35,60968.0,7243,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Jeff Ross,$100.01-250.00,250.0,1165,9756.0,145,0,0,0,0,0,1,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Sebastian James,$10.01-25.00,20.0,42,122012.0,22278,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$25.01-50.00
Kia Shine,$10.01-25.00,20.0,26,122012.0,14462,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$10.01-25.00
Logan Mize,$10.01-25.00,20.0,40,122012.0,14462,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$10.01-25.00
Annie Hardy,$10.01-25.00,20.0,42,122012.0,14462,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$10.01-25.00
Oshae Brissett,$10.01-25.00,20.0,265,122012.0,2808,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Kasey Hill,$10.01-25.00,20.0,27,122012.0,2808,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Lee Arenberg,$50.01-100.00,75.0,321,32546.0,8242,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Ryan Gutierrez,$0.00-5.00,5.0,16,488196.0,60398,0,0,0,0,0,0,0,0,0,1,0,$0.00-5.00,$10.01-25.00
Mickey Morandini,$10.01-25.00,25.0,51,97660.0,1668,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Mike Dawes,$10.01-25.00,25.0,40,97660.0,11689,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$25.01-50.00
Junior Eldstal,$10.01-25.00,25.0,23,97660.0,8051,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Josh Wilson,$10.01-25.00,25.0,44,97660.0,11689,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$25.01-50.00
Tre McBride,$10.01-25.00,25.0,27,97660.0,3569,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Kyle Wilber,$10.01-25.00,25.0,33,97660.0,3569,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Marcus Schenkenberg,$50.01-100.00,100.0,207,24433.0,23,0,0,0,0,0,0,1,0,0,0,0,$50.01-100.00,$25.01-50.00
Dale Murphy,$50.01-100.00,100.0,355,24433.0,277,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Jason Demers,$25.01-50.00,30.0,61,81478.0,957,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Trina McGee,$25.01-50.00,35.0,374,69889.0,13629,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Kyle Farnsworth,$25.01-50.00,35.0,106,69889.0,1135,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Aaron Watson,$50.01-100.00,69.0,131,35465.0,4110,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$25.01-50.00
Tristan Rogers,$50.01-100.00,55.0,216,44515.0,9948,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Jeff Mauro,$50.01-100.00,100.0,634,24485.0,66,0,0,0,0,1,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Cady McClain,$25.01-50.00,50.0,145,49014.0,10580,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Matt Szczur,$25.01-50.00,50.0,60,49014.0,739,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
John Mason,$10.01-25.00,15.0,14,163466.0,28433,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
David Frizzell,$25.01-50.00,40.0,130,61362.0,7292,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Tiffany Hendra,$25.01-50.00,40.0,77,61362.0,12050,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Mario Winans,$50.01-100.00,75.0,309,32765.0,3755,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$50.01-100.00
Rob Cesternino,$25.01-50.00,39.0,168,63018.0,12339,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Andie Case,$25.01-50.00,35.0,94,70401.0,13719,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Charlie Benante,$50.01-100.00,60.0,195,41075.0,4801,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$50.01-100.00
Marc Murphy,$50.01-100.00,60.0,260,41075.0,8037,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$50.01-100.00
Will Roland,$50.01-100.00,75.0,153,32870.0,6344,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
Gabrielle Ruiz,$50.01-100.00,80.0,232,30840.0,5910,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
Usman Ally,$50.01-100.00,65.0,239,37980.0,7408,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$50.01-100.00
Andre Gower,$25.01-50.00,30.0,83,82292.0,13889,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Chris Streveler,$25.01-50.00,30.0,64,82292.0,21,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Kira Isabella,$10.01-25.00,25.0,28,98846.0,11829,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$25.01-50.00
Bella Paige,$10.01-25.00,25.0,64,98846.0,11829,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$25.01-50.00
Lauren Sesselmann,$10.01-25.00,25.0,33,98846.0,8188,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Suzyn Waldman,$25.01-50.00,50.0,649,49467.0,44,0,0,0,0,0,0,0,0,1,0,0,$25.01-50.00,$25.01-50.00
Renée Taylor,$100.01-250.00,125.0,515,19795.0,3625,0,0,0,0,0,0,0,0,0,1,0,$100.01-250.00,$25.01-50.00
Ahman Green,$50.01-100.00,75.0,134,32997.0,1085,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Chris Williams,$100.01-250.00,105.0,556,23571.0,6668,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$25.01-50.00
Joshua Malina,$100.01-250.00,189.0,814,13102.0,2277,0,0,0,0,0,0,0,0,0,1,0,$100.01-250.00,$50.01-100.00
Amy Dowden,$50.01-100.00,65.0,62,38121.0,23,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Fardad Farahzad,$10.01-25.00,20.0,15,124000.0,22609,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$25.01-50.00
Trent Sherfield,$10.01-25.00,20.0,20,124000.0,4566,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Jose Lobaton,$10.01-25.00,20.0,20,124000.0,2231,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Julia Landauer,$10.01-25.00,20.0,40,124000.0,256,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Sheila Kelley,$50.01-100.00,100.0,602,24840.0,6913,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Natalie Anderson,$25.01-50.00,50.0,89,49719.0,10657,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
